,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
251509,Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.673508659397049,0.651780325890163,0.6896551724137929,0.718685831622177,0.6775067750677509,0.5912698412698411,0.576379066478076,0.545217107411035,0.548510763786494,0.600160042678047,0.49741165878910604,0.487655580493777,0.53656808925093,0.54421768707483,0.565744136934534,0.5735842196163979,0.5981035740335521,0.53425620505056,0.504834431419526,0.505297473512632,0.41610738255033597,0.513301014380576,0.49541941757510605,0.522866313988212,0.6598190599278959,0.676313139343828,0.634622463096704,0.580341889191456,0.536145374184792,0.5172558293766331,0.474701678193781,0.47728862888016405,0.5146143513098,0.485401187746783,0.568745229789455,0.494263169291766,0.522312405056151,0.502161462339314,0.49378343678228104,0.5053393313487121,0.488964056578519,0.485251890868854,0.46243935029914,0.44497200960532596,0.4000060063653211,0.412720404783549,0.41855190982629903,0.45405647716335995,0.44501933405749894,0.5394744667045689,0.557495864785813,0.548195293608094,0.5810369576283979,0.614983409113092,0.659120390949835,0.6617095612372149,0.5592301906544169,0.502372222667342,0.538883865680492,,
252950,"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254391,Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300671575814481,0.773794067290296,0.9259659367997379,0.9066936562992379,0.90277252095021,0.624855228169175,0.511299142949014,0.3872824992728511,0.40259231659649797,0.419846587081724,0.41638126446517604,0.360979036536125,0.400235111834687,0.48263446559304496,0.516193551320111,0.608535597782922,0.457886649076119,0.315501848586668,0.327388278843385,0.327674673264196,0.334492513686497,0.345293582014082,0.35394117062690006,0.43701183294998,0.375066995963396,0.34880803743705197,,
255832,Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257273,Mongolia,MNG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8338850879129005,6.341243447381769,6.251195081412621,4.28138537530827,3.2315351247489,1.90943719983615,1.71236270542572,1.65435558131062,1.62050592646532,1.77694736936813,1.6387348217000601,1.90653754569999,1.8350123058221,2.0224806081530904,1.78165840784985,1.79556721143698,1.50969431652769,1.38273006263926,1.18083388954465,1.1384668423255901,1.31284345630829,1.1720628016122099,0.8237892376336541,0.762997241981598,0.837270238818126,0.9243056167334358,0.822311490226264,0.859628081346855,0.866220331541856,0.8655227166067758,0.7448670122467891,0.761588208041898,,
258714,Montenegro,MNE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69436332580307,2.29071210726617,1.7440597844357,1.87218185878335,1.84375942546853,1.81434774678489,1.7489671598488603,1.6564633344826898,1.45226272179706,1.4722714971592799,1.40371623967527,1.41127981632845,1.36277638600831,1.54646437082941,,
260155,Morocco,MAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.31573157315732,2.70243362831858,2.56591337099812,3.1956155143338996,2.83586869495596,2.4293313069908797,2.67757009345794,2.61764705882353,3.0045721750489904,2.39021678710395,2.31600617601647,2.62862488306829,2.8439153439153397,3.0617977528089906,3.1458333333333304,4.60291288815609,6.2204340404779295,6.619774919614151,5.83680870353581,5.63346228239845,5.94007288432987,6.38459397221449,6.22086827346416,4.50565855036211,4.01819087964117,5.390435226587041,4.30445955767833,4.3693147945152795,4.12851581775317,4.39291741336162,4.14882504070243,4.14284293740367,4.29804827877283,4.65557168740476,4.49381938880623,4.3474104939692095,3.94909292657436,4.19265940634305,3.4563343607373,2.90045703406992,2.21096220697173,3.72613588276971,3.49178799247956,3.49420754151271,3.24946757487646,3.25799678207968,3.10979633409935,3.04695366406602,3.1835014275572204,3.2886518464681203,3.39079610106242,3.2974952352035203,3.46275007931538,3.8057829012064506,3.67785635244484,3.22992122637069,3.21141519841672,3.18502663678811,3.10442662748775,,
261596,Mozambique,MOZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.8333333333333304,4.28048780487805,4.924050632911389,6.232,7.07317073170732,5.765765765765769,5.655737704918031,6.18320610687023,5.30903328050713,5.943491422805249,5.86129753914989,2.61203208488343,2.9684454251308594,2.8708838702510295,3.3035017118145196,1.46048234605694,1.11168167118259,1.10274139236448,1.13921166552746,1.24586939078367,1.2844579069583202,1.24217123946881,1.27363564169322,1.2809422111684798,1.3624211148071,0.946231881192035,0.8094672717790529,0.732653550268966,0.7282373150250759,0.772594872099085,0.976831639148558,0.9052598761041311,0.911220983815479,0.98566372785068,1.02441412273758,0.8085806148966449,1.03120527699998,1.02164265203857,0.9941051974364109,,
263037,Myanmar,MMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,6.123460498648241,5.69071146245059,6.8471406048444905,6.02234564711961,6.695620820768321,6.1255794096121,5.20179852264212,5.0231971759959695,5.3104288499025305,5.601945003353451,5.651225399183071,5.45164039198977,5.11394557823129,4.021087450899319,3.7749712484559397,3.7937069311262595,4.03977311094605,3.92138364779874,3.5575807318937005,3.42212955528504,3.45682035495231,3.2182606652282595,3.0703691066375,2.92367110099446,2.9782635874904,2.8791421020532595,1.9724009432589,2.14085227496295,2.9591067331910894,3.3958905101322205,3.1710045930985804,3.3545179333988195,3.52310856153263,3.54112112764238,3.68483237946254,3.49342786434001,2.6653872367261,2.31423502400334,1.9945373278790302,2.30536523643315,1.80005647501234,1.29887889526786,1.9243571275284401,1.90911009437347,1.5604880536089,,,,,,,3.7110367960832797,3.80915025550223,3.5790302004184102,4.08095295931729,3.74088245856731,3.2423433889485898,2.9247593243965095,,
264478,Namibia,NAM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.615254951538139,4.25041876046901,2.46452375833154,1.7512338730626003,1.94789863056824,1.9036040237159397,2.30135514297654,2.3218372451966602,3.1240330690388705,2.7067327986492207,3.00874087986708,2.61784537918538,2.6249128826462202,2.5275896811078,2.6452053014552996,2.50124939843779,2.6104245571299196,3.1372615742466,3.37436368373618,3.5147439754630696,3.5745889549471004,3.16651318521045,3.0662332421149903,4.20342961430471,4.47842580641931,3.8891108286981297,3.55452276699843,3.3496331905387997,,
265919,Nauru,NRU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267360,Nepal,NPL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,0.593019315486276,0.617910602372197,0.6475562985544301,0.6576809939851601,0.60723646141802,0.682172824966878,0.856261175520563,0.89214308872798,0.8584642525091191,0.9112057235658171,1.03207571410218,0.992053319661625,1.08945398218665,1.25292497260152,1.22061436912922,1.19582716208384,1.18285068360426,1.15918201177502,1.08379060151354,1.10654314487672,1.07715440550785,1.09660964850338,1.07468976820417,1.05055255388421,0.973315396353707,0.9414851146344251,0.900716314535601,0.8807078459821829,0.927055460453057,0.947369575132442,0.9621503183236361,1.09833438437267,1.4476499803549299,1.5922511011882499,1.79329239841169,1.9291613759865298,1.7491098626311299,1.5473938885621101,1.5999716527681598,1.6454478119384097,1.56366587467534,1.54065162137654,1.4318323979558998,1.5418601055315302,1.6293410618636102,1.5637357753874401,1.70428031696917,1.60549971745676,1.4428006214725801,,
268801,Netherlands,NLD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.70390179658833,4.08728387914001,4.12277525012795,4.01083448197299,3.9326526841830702,3.57129033135163,3.37028428544947,3.52333580585187,3.2563349201726495,3.22892860322925,2.86623555435659,2.8388295348652797,2.8185399996364997,2.70299724962028,2.65347166146325,2.8438601285660203,2.68890944936651,2.9544575220689397,2.74707053060561,2.8402328282409304,2.7842985662074797,2.8631194423343302,3.1414705898142006,2.84858474479936,2.86172441738649,2.76821812094818,2.72511978598847,2.7134671779833104,2.6109094684564997,2.51740390550589,2.36901988510143,2.24853153093843,2.2130025963090296,2.02782940845455,1.9130609754514398,1.7942405045782701,1.75660773571403,1.65927318261403,1.5806480613385,1.5898254258288798,1.4340043406407401,1.4379068691232901,1.4265560116295501,1.44380959809676,1.4268278397690501,1.3964852790883002,1.39338905749077,1.3547167982944899,1.3053192376985099,1.39763332170373,1.3254337150161102,1.28836534898418,1.23540888805849,1.16615162393654,1.15968789088093,1.1327115047941498,1.16362691769596,1.15852698874429,1.24160710770927,,
270242,New Caledonia,NCL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271683,New Zealand,NZL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.69073315965761,2.48562702120014,2.30993664554852,2.1982890314696,2.47283365840067,2.35555842145989,2.639267145333,2.62371503705475,2.7276825969341805,2.5662251655629102,2.6320301783264703,2.3167006109979598,2.18326794076699,1.9730405478856399,2.06537890044577,2.08476174151526,1.9360329054677001,2.11589846359385,2.20987144710461,2.1596362717858,3.0227905358385496,2.72937506722599,2.58285841637747,2.43835930996871,2.37762415493316,2.3646261207543797,2.36758702191663,2.40727668912179,2.07870816106926,2.14992965766731,2.32777974713459,2.25633669360145,2.06936622865826,1.8991238456073898,1.82870805982045,1.8153478464176203,1.7818814848517799,1.7039708435896,1.69528017523824,1.61934201810554,1.6687421067041102,1.5813014235885101,1.45440984523588,1.44313919855601,1.3417807365988002,1.27709338888961,1.38552183386013,1.3550478758018,1.26494546310866,1.37026216003839,1.3794266181383898,1.29427725945516,1.21259513883353,1.19663680841672,1.17796570112453,1.14918881032386,1.17914951989026,1.2084632895300902,1.1613884017740201,,
273124,Nicaragua,NIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,1.4596454295109498,1.37701531929543,1.58426055559649,1.5057373786323702,1.8672901983789298,1.4205671697016102,1.45341316914625,1.74609414281405,2.0673642695842998,2.46546314030727,3.2219457323258003,3.1047865459249704,3.3461804193077005,4.33559111285625,,,,,,,,,,4.002215759590079,2.63275323516287,2.10232558139535,1.18950040982787,1.1028203068753601,0.9497049131162819,0.894669832421458,0.7353621923316009,0.71949282543475,0.7827514413837281,0.683524520762284,0.8651655823048889,0.860737429085598,0.7307932753002809,0.700404064217207,0.551254649186287,0.531726907630522,0.502059513250143,0.502751923976989,0.5054717112262299,0.526411840388353,0.665903207335661,0.678613781165985,0.6850919591768649,0.7760834337291349,0.6425792196407359,0.6230632336033729,0.608427606439331,,
274565,Niger,NER,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,0.870842572062084,0.82177385456074,0.936634349030471,0.928173719376392,0.839124548736462,0.6713912719134649,0.6317539484621779,0.6334841628959279,0.6851986610391501,0.7277568922305759,0.7438356164383559,0.7695035460992908,0.635210396039604,,,,,,,1.2323719984754198,0.970976253298153,0.8614014711575692,0.932594644506002,1.0612244897959202,1.16690809592789,1.16461081638404,1.32015978285548,0.9633479552605151,0.931763626554351,1.09118729739427,0.973576678730389,,,0.992537782230201,0.9820098279461958,1.16969119643991,1.30980368816276,2.14435698352175,1.3832153156779798,1.76908573849567,,2.21993573960876,2.47355475012656,2.45284928450267,,
276006,Nigeria,NGA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.695833333333333,0.8494533221194279,1.0969793322734498,1.10319076714189,1.23370429252782,1.40145203522971,1.10115095174856,5.80820060996272,9.1591382904795,10.316957879632,5.279250125537019,4.39211982188639,5.39026887908144,5.47846811844983,4.34401142623954,8.12406844073322,5.79139783442963,6.024117909781151,5.326047763015559,4.32233407904549,3.29560373980505,2.7700720500129106,2.26720169230048,2.21984130271864,1.55679483416495,1.43678626386977,1.31155364657903,0.769793676287504,0.88435129597009,0.579894648474617,0.833115305550364,0.7736912923688092,0.5640107094443629,0.9332183017240121,0.7814522877371329,0.483558767048935,0.40617781156883204,0.435835755422039,0.5483123928642211,0.8554156303262339,0.5435316451865779,0.780315876986167,0.95433804485135,0.570707544874932,0.49099676913075896,0.397422937174069,0.348375434095589,0.370354831159892,0.489084134608938,0.505855627592204,0.539231118131693,0.5792270200859571,0.502541121731046,0.469695300560757,0.414718774524443,0.4176365367817079,0.43294777975423604,0.430671213892571,0.506584947663024,,
277447,North Macedonia,MKD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81367674231936,2.12824694412777,2.09823976120451,1.7138206058621899,1.850821459557,6.10039562766158,2.6455975187612797,2.34170115867248,2.38010407130392,2.02926330577443,1.83653768735825,1.95006969471846,1.74234086894233,1.68816456224776,1.3821546110286298,1.26218709982674,1.22531798397269,1.1694371885528898,1.09296162697553,0.9946969848459629,0.944627960134696,0.990700534450902,0.9521738750827301,,
278888,Northern Mariana Islands,MNP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280329,Norway,NOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.2004355980398103,3.0042043572429598,3.2415179099184304,3.20842732309849,3.1191639845829906,3.3979365193093103,3.5679598306730895,3.5125628140703498,3.6078431372549,3.60425249935175,3.47283949071698,3.39150440491555,3.29146596752231,3.13360512105282,3.0355353426347,3.20843028338556,3.12402978167525,3.09817680596454,2.8413189291369902,2.76654591368918,2.61901886888382,2.62397215285996,2.7445921064168197,2.79497153165342,2.5444343506658904,2.79600023170273,2.80841701830998,2.97832442559969,2.8930898629137003,2.91015709214252,2.8862268942943703,2.74748719588206,2.9647002752989704,2.68734984456601,2.7331370824310697,2.3074910395753796,2.1630749742096,2.01607957074415,2.15673766669647,2.03910557145363,1.7058318732317999,1.70454145987594,2.08059193132079,1.9748544868434599,1.8487851441738201,1.58229852856443,1.4509017240009499,1.46484981450652,1.37733454410388,1.6025021409198301,1.51437750675762,1.44984091953694,1.40014783081525,1.41199613080481,1.4693016256894198,1.5039209573986299,1.61565301914278,1.6178237818885401,1.6086690923522902,,
281770,Oman,OMN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,9.65227817745803,14.8615056818182,18.595041322314,15.5277044854881,24.9585749792875,23.009725206377897,18.7816856780735,20.949941915725,15.640747344755399,14.9098813070874,15.7134256472005,16.666029220530902,17.1593698854337,16.8930416756907,15.5614660502423,15.866577591143301,13.202314926452901,13.699798418359402,12.5,12.390941464500301,11.063910291689599,12.1840929027946,11.525730701973501,11.766452600004001,10.9676477238468,9.40707829017925,9.3579111585516,9.46332483186891,8.63008675296754,8.08526706084688,9.35574349900271,9.276028324630099,9.10288674229666,9.00780996371161,8.81214185642884,8.12182993148974,7.70950595881308,5.68497110016595,6.95923012645921,6.26072725821259,7.360834095790089,12.0624781684194,11.105239245397902,10.135922330097099,10.7881476184624,11.970983888760001,9.55980559876077,8.17129950109292,,
283211,Pakistan,PAK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.31266261925412,4.09789064099939,3.6558727725617897,3.64841297523544,3.8658901306469398,5.904667888873219,6.730521985086139,5.404603701945891,5.1039059949951,5.5120418848167505,6.1583876221498395,6.7355332376853205,6.86595551145291,6.21064272703617,6.09099631368984,6.321520245093981,5.889471993145549,5.547411678115799,5.503299663299661,5.45327429503612,5.52324446699715,5.7108705757354405,6.37571708663133,6.643798059143831,6.65949145701601,6.92213359819193,6.99165601052428,6.97188008366256,6.785810731274969,6.53272525576236,6.52232023523122,6.57095278815428,6.69818754925138,6.42731262310377,5.92354829296761,5.82022528285793,6.0371663050655595,5.6212164889017,5.415095044254401,5.18989926490607,4.16872271381496,3.87893394479455,4.073770167876569,4.09142718735613,3.95603411669147,3.8970193925629104,3.6452552043777104,3.5119861001109802,3.4593710036274503,3.2652239932295495,3.42369097294437,3.2856508160232503,3.48439877285312,3.47097250708344,3.4765794403031802,3.55138724305165,3.5914108396953797,3.76619210655443,4.025735628755,,
284652,Palau,PLW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286093,Panama,PAN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8409804373658702,2.1109857421274,2.0849104859335,1.2563591365323798,1.2285473131388898,1.08347426748615,1.1986452287120901,1.1925565578803201,1.11575688974104,1.08559230216368,1.1701705672352198,0.9512920192087808,0.974136501313688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
287534,Papua New Guinea,PNG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,0.603585657370518,1.63125877398222,1.25008863362405,1.2664495114006498,1.21030962720659,1.40308322552824,1.4096385542168701,,,,1.55887833477253,1.56493310964856,1.61078320565951,1.26628600271302,1.49653610007552,1.4191337327406999,0.9246858940619521,0.8903513431062678,0.917458233626881,1.01320529871609,0.775516093293818,1.01731136644028,1.0753537542736,0.87922032066839,0.6913945222923671,0.6391076543176619,0.5472948523052321,0.37163793146089397,0.34576318145033796,0.38912247065736205,0.41663776935302504,0.37692004726270206,0.411602600339175,0.33701447067783696,0.44794302314684703,0.32514450867052,0.35692509732188893,0.519471738934463,0.494331635967394,0.488511329718656,0.474057682012258,0.391135502481725,0.33583343099137397,0.271533184498923,,
288975,Paraguay,PRY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.5289644657640498,2.27914968110271,2.29739211371685,2.39885421989564,2.4037657614708103,2.63308768009038,2.9168450601609304,3.03155899468327,3.2110495873666096,3.1614860487958394,3.3158722914381897,3.22522546972088,3.8464631330798196,3.4174372291334,2.56457242017884,3.12500356436095,2.9899565069553304,2.88864465534837,2.9585323183129195,2.02639826239285,2.18144922143015,2.5278601828607203,3.80329757549991,3.6452417986961603,3.50818517688981,3.75763484289285,3.80406563785285,2.7731923325714805,3.1954734453196,2.4257637557947205,2.13187585625298,2.8293270046068995,2.36888997739081,2.17854766482964,2.04676637090921,2.2834245690127997,2.0637899367078103,1.6856803065860901,1.54315371528311,1.38876785203796,1.24493945384649,1.07463481723327,0.97123693298858,0.8257553717843349,0.877630063887399,0.721480399782029,0.793455134933818,0.741436848396038,0.684193505886038,0.753950699049679,0.7511464379961958,0.845623774292224,0.9641791032927289,0.962063386355965,0.989089185116408,1.0688478291307901,0.951883544944449,0.893948253799581,0.930582685391207,,
290416,Peru,PER,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.50800127271706,2.64475743348983,2.4250681198910096,3.31639135959339,3.3402275077559502,3.09834638816362,2.8435672514619905,4.70363288718929,2.35737351991389,2.38755980861244,3.5064395513086803,3.6195158850226896,3.63081099423142,3.9253897550111403,3.93296089385475,5.21628498727735,5.67691301504251,8.21438699309954,6.199701937406861,3.35243553008596,4.55906821963394,3.98481973434535,5.112651646447139,4.84595635430039,3.35755813953488,3.87014909590779,3.34929554073131,3.41149604544948,2.1852009625015802,2.19047619047619,2.68237879230488,2.01981593068921,2.50703504732668,2.7461024691821496,2.47419793989292,2.63532409935627,2.50202659772583,1.99676996833552,2.0166613419493298,1.93063071870992,1.78896684869544,1.7520201296483897,1.54184022087652,1.5094994978724,1.38222353551043,1.60474633965225,1.46915974197604,1.30393825778697,1.23642128281377,1.52762458746035,1.4721691065600901,1.39541814486912,1.5120652985477,1.6702617248138503,1.5848633979973998,1.7220360762608,1.2997395186261698,1.24213530070168,1.18714490040018,,
291857,Philippines,PHL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.7784589065507201,1.70290804296568,1.8088157817713502,1.8558622078968603,1.70494246983742,1.54919986380661,1.65172706900549,1.7399393605292202,1.86747175448971,2.09088848594742,2.15675650207312,2.06999062269308,2.33615693267945,2.8138049279610597,3.5580392590433503,,3.93133834052871,3.6213089881083596,2.5817672188170095,2.96493107109859,2.70975470668598,2.7557209619454803,2.59728794963065,2.4092533536362297,1.63475893311674,1.98257335853662,1.98805361257508,1.96524714249726,2.45888921422154,2.24292339676955,2.14724666740931,2.01072106794016,2.03646157033354,2.1575356401665697,2.17244658668699,2.29413153545476,2.2684076761575,1.9144613761671998,1.69729337975318,1.61577584612539,1.6082266208679599,1.4713788325538,1.4738901879336799,1.55084482917909,1.36062650970663,1.33179525044756,1.31516393650922,1.3486690775394499,1.3036557552248798,1.2568925869352099,1.2215943180097,1.2052534093749399,1.1590471424780802,1.24230283116204,1.09040654583344,1.13929237189728,1.4293742590668796,1.1975353534869098,1.12932406072171,,
293298,Poland,POL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,2.6523297491039397,2.91318561569197,3.2455824017309802,2.90294627383016,3.05503731343284,3.01579703207276,2.94140353586042,2.76269185360094,2.59205508117047,1.8171215104928202,2.61248574350627,2.25165022520211,2.23099944320713,2.46918731544486,2.2732321033505403,1.95550705469987,1.9679194008086398,2.03130669657497,2.01908131442398,1.9011357712238601,1.8303365853136102,1.9056380012179899,1.90063864932514,1.9080420365751298,1.8732410064926002,1.92612986992008,1.9200447924144501,2.00186930839799,1.75146123575018,1.7971765213437,1.83387785771516,1.78801192731283,1.79609371404023,1.76939395676853,1.896864039804,2.1384566843755297,1.9409363864184401,1.8959838691023898,1.9776919604596699,,
294739,Portugal,PRT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.38405784997685,5.147584344706889,5.5966942964663495,5.23800624434797,5.444184996214499,5.04974566863886,5.10176119930029,5.91066904004619,5.962344003270481,5.48062439216804,5.47912025385966,5.73585073870308,5.377378291301451,4.607416986645231,5.74977273988863,4.09834660704312,3.12277408749664,2.74123980497226,2.77259029105695,2.68617163072079,2.68366112307565,2.65181421325723,2.69479529985439,2.5281436730382003,2.46464689864818,2.4411037040617702,2.53681506538239,2.46197038198501,2.4965626475224,2.4993117913089105,2.43750834105738,2.4231105459747297,2.39039022202288,2.3655798246971202,2.22615575297427,2.26028815781966,2.12079573443008,2.04070265863168,1.8837333422202098,1.8880105653699801,1.86235604736978,1.91271986836364,1.93856312747485,1.88521653139083,1.9659180234695,2.04730388244163,1.9499699591663,1.8180552266488998,1.8365587186525902,2.0307989498210297,1.9802165969027998,2.00265001457882,1.9121370757149698,2.0896306238410203,1.7905112782133001,1.7879744113674,1.73063717011281,1.6699769206106498,1.77952935913835,,
296180,Puerto Rico,PRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297621,Qatar,QAT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,7.86868087778669,12.2168018246325,19.2773867532936,13.958483372166901,12.7339251439539,24.8464148584695,,15.889533417402301,16.2723508803858,13.077574525745302,10.743878769782,13.011254789272002,,,,,,,,,,,3.92996992225186,3.33399484024608,2.43385968557379,1.99301626863922,1.75050764857182,1.9598348451845902,2.01049613544877,1.9922105228593998,1.49993822144543,,,,,,,,,,
299062,Romania,ROU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,2.20454265465839,2.2012235789041696,2.04021589993593,1.9850871304954099,1.90672721791833,4.29928084311907,4.4457111647214695,3.9140286216301,4.20547061246542,4.79729611491512,4.54741504925103,4.77333466430117,4.24768251683067,2.7406080146937697,3.11472840805896,2.61344768528808,2.36907292563377,3.0176499620051898,3.00417486391887,2.6402592674037595,2.49891418426016,2.4207451879196,2.28729607547664,2.08848713354877,2.00765756131918,1.98193527598999,1.82257107476766,1.48217045589644,1.40462834481121,1.28911571928162,1.25505682001034,1.2973388398068302,1.22834816214223,1.28438842827724,1.3482408728457098,1.4506282594229098,1.4034117360143101,1.71954054901384,1.9342090735846897,,
300503,Russian Federation,RUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4270323212536695,4.18132464712269,4.5237006553879,3.78442996742671,3.7565588208028196,4.03980929678188,2.73264908865687,3.07328792235108,3.3070298366754103,3.54631922908818,3.7562773910801805,3.6708380896010397,3.30035364660483,3.33010319224077,3.2452543791102797,3.11748733309073,3.1484116229202503,3.92273249441802,3.5838590581770897,3.42344793265044,3.68596867256715,3.84623273201621,4.10418221281141,4.86275810199369,5.4524065102010795,4.23340736959348,3.92951108949691,,
301944,Rwanda,RWA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.8848920863309397,1.47154471544715,1.62878787878788,1.6138933764135701,2.15223463687151,1.5881627620221899,1.7474332648870599,1.8768518518518502,2.03915171288744,2.0030557677616496,1.89514426460239,1.60402262727844,1.5883707541738603,1.7955346650998798,1.6752336448598102,1.5942606616181698,1.75375880559352,3.7291659837121203,5.509172203418161,4.29060212378114,4.53637540088899,3.437876960193,0.6078028747433261,5.328556116352139,4.1735256126053795,4.37764728159408,4.448105436573309,3.53550295857988,3.3962264150943398,3.04893350062735,2.44712990936556,1.97346600331675,1.74305555555556,1.7308798159862,1.45315487571702,1.39202407825433,1.3993893795660202,1.29051579051579,1.16123941493457,1.09072096128171,1.08206532765267,1.13441273326015,1.25363498992612,1.2834315503173201,1.27516194002714,1.2318198553324098,,
303385,Samoa,WSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304826,San Marino,SMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306267,Sao Tome and Principe,STP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
